3.000000e+03	2.942326e-04
3.006006e+03	2.925555e-04
3.012012e+03	2.909045e-04
3.018018e+03	2.892794e-04
3.024024e+03	2.876798e-04
3.030030e+03	2.861056e-04
3.036036e+03	2.845564e-04
3.042042e+03	2.830321e-04
3.048048e+03	2.815324e-04
3.054054e+03	2.800570e-04
3.060060e+03	2.786058e-04
3.066066e+03	2.771786e-04
3.072072e+03	2.757750e-04
3.078078e+03	2.751597e-04
3.084084e+03	2.738037e-04
3.090090e+03	2.724707e-04
3.096096e+03	2.711607e-04
3.102102e+03	2.698735e-04
3.108108e+03	2.686087e-04
3.114114e+03	2.673663e-04
3.120120e+03	2.661461e-04
3.126126e+03	2.649479e-04
3.132132e+03	2.637716e-04
3.138138e+03	2.626168e-04
3.144144e+03	2.614836e-04
3.150150e+03	2.603716e-04
3.156156e+03	2.592809e-04
3.162162e+03	2.582111e-04
3.168168e+03	2.571622e-04
3.174174e+03	2.561340e-04
3.180180e+03	2.551264e-04
3.186186e+03	2.541392e-04
3.192192e+03	2.531723e-04
3.198198e+03	2.522255e-04
3.204204e+03	2.512988e-04
3.210210e+03	2.503920e-04
3.216216e+03	2.495050e-04
3.222222e+03	2.486377e-04
3.228228e+03	2.477899e-04
3.234234e+03	2.469615e-04
3.240240e+03	2.461525e-04
3.246246e+03	2.453628e-04
3.252252e+03	2.445922e-04
3.258258e+03	2.438406e-04
3.264264e+03	2.431080e-04
3.270270e+03	2.423943e-04
3.276276e+03	2.416994e-04
3.282282e+03	2.410232e-04
3.288288e+03	2.403656e-04
3.294294e+03	2.397265e-04
3.300300e+03	2.391060e-04
3.306306e+03	2.385038e-04
3.312312e+03	2.379201e-04
3.318318e+03	2.373546e-04
3.324324e+03	2.368074e-04
3.330330e+03	2.362784e-04
3.336336e+03	2.357676e-04
3.342342e+03	2.352748e-04
3.348348e+03	2.348001e-04
3.354354e+03	2.343435e-04
3.360360e+03	2.339049e-04
3.366366e+03	2.334842e-04
3.372372e+03	2.330815e-04
3.378378e+03	2.326967e-04
3.384384e+03	2.323298e-04
3.390390e+03	2.319808e-04
3.396396e+03	2.316497e-04
3.402402e+03	2.313365e-04
3.408408e+03	2.310411e-04
3.414414e+03	2.307637e-04
3.420420e+03	2.305041e-04
3.426426e+03	2.302624e-04
